Date;Location;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustDir;WindGustSpeed;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;RainToday;RainTomorrow;year;month;day;week;Radar;Region
2009-01-17;Ballarat;6.1;21.7;0.0;8.8;12.1;SSE;44.0;54.0;32.0;1021.3;1020.6;No;No;2009;1;17;3;MelbourneAirport;Victoria
2009-01-18;Ballarat;6.1;29.1;0.0;6.6;13.0;SE;35.0;38.0;13.0;1019.4;1017.2;No;No;2009;1;18;3;MelbourneAirport;Victoria
2009-01-19;Ballarat;8.9;34.2;0.0;7.8;13.4;S;43.0;20.0;8.0;1013.8;1009.8;No;No;2009;1;19;4;MelbourneAirport;Victoria
2009-01-20;Ballarat;13.7;36.5;0.0;15.8;12.0;NW;67.0;21.0;18.0;1006.7;1006.7;No;No;2009;1;20;4;MelbourneAirport;Victoria
2009-01-21;Ballarat;10.1;32.1;0.0;14.4;10.9;SSW;43.0;66.0;17.0;1009.5;1006.2;No;No;2009;1;21;4;MelbourneAirport;Victoria
2009-01-22;Ballarat;13.6;30.6;0.0;8.0;7.6;NNW;83.0;28.0;28.0;998.5;996.6;No;No;2009;1;22;4;MelbourneAirport;Victoria
2009-01-23;Ballarat;4.9;27.1;0.0;15.6;12.3;NNW;54.0;58.0;18.0;1007.0;1003.0;No;No;2009;1;23;4;MelbourneAirport;Victoria
2009-01-24;Ballarat;11.1;21.6;0.0;12.8;11.4;WNW;54.0;77.0;33.0;1007.3;1010.8;No;No;2009;1;24;4;MelbourneAirport;Victoria
2009-01-25;Ballarat;5.5;29.6;0.0;8.0;13.3;SE;37.0;49.0;7.0;1016.9;1016.2;No;No;2009;1;25;4;MelbourneAirport;Victoria
2009-01-26;Ballarat;10.7;27.7;0.2;7.2;12.7;SE;39.0;70.0;30.0;1022.3;1020.8;No;No;2009;1;26;5;MelbourneAirport;Victoria
2009-01-27;Ballarat;10.3;36.3;0.0;7.6;12.3;ESE;39.0;51.0;11.0;1016.8;1014.1;No;No;2009;1;27;5;MelbourneAirport;Victoria
2009-01-28;Ballarat;16.6;40.0;0.0;12.0;13.4;N;48.0;17.0;8.0;1012.8;1010.7;No;No;2009;1;28;5;MelbourneAirport;Victoria
2009-01-29;Ballarat;25.1;41.4;0.0;20.4;10.3;NW;61.0;20.0;12.0;1011.9;1010.7;No;No;2009;1;29;5;MelbourneAirport;Victoria
2009-01-30;Ballarat;19.9;41.1;0.0;18.6;12.8;NNE;54.0;17.0;9.0;1013.2;1010.6;No;No;2009;1;30;5;MelbourneAirport;Victoria
2009-01-31;Ballarat;22.9;39.2;0.0;14.2;10.8;SSE;67.0;34.0;31.0;1013.3;1012.7;No;No;2009;1;31;5;MelbourneAirport;Victoria
2009-02-01;Ballarat;16.4;34.7;0.0;7.6;7.1;SE;54.0;72.0;25.0;1014.8;1012.4;No;No;2009;2;1;5;MelbourneAirport;Victoria
2009-02-02;Ballarat;16.3;32.0;0.0;6.6;2.7;SE;46.0;79.0;36.0;1012.0;1009.9;No;No;2009;2;2;6;MelbourneAirport;Victoria
2009-02-03;Ballarat;17.0;27.3;0.0;4.2;8.4;SE;59.0;80.0;51.0;1011.9;1010.3;No;No;2009;2;3;6;MelbourneAirport;Victoria
2009-02-04;Ballarat;14.6;34.7;0.0;7.2;11.0;SE;39.0;70.0;11.0;1008.4;1005.6;No;No;2009;2;4;6;MelbourneAirport;Victoria
2009-02-05;Ballarat;15.0;33.0;0.0;8.0;13.1;SW;39.0;27.0;30.0;1006.3;1006.8;No;No;2009;2;5;6;MelbourneAirport;Victoria
2009-02-06;Ballarat;13.2;36.7;0.0;8.8;8.5;WNW;41.0;57.0;16.0;1008.3;1006.7;No;No;2009;2;6;6;MelbourneAirport;Victoria
2009-02-07;Ballarat;20.2;44.1;0.0;10.8;8.5;NNW;93.0;25.0;6.0;1004.3;1000.1;No;No;2009;2;7;6;MelbourneAirport;Victoria
2009-02-08;Ballarat;13.8;21.3;0.0;20.2;2.3;S;44.0;73.0;37.0;1011.4;1012.5;No;Yes;2009;2;8;6;MelbourneAirport;Victoria
2009-02-09;Ballarat;7.6;18.9;1.2;7.4;9.0;S;54.0;58.0;37.0;1015.6;1014.7;Yes;No;2009;2;9;7;MelbourneAirport;Victoria
2009-02-10;Ballarat;5.6;17.2;0.0;7.2;10.0;SSE;50.0;66.0;49.0;1016.2;1016.2;No;No;2009;2;10;7;MelbourneAirport;Victoria
2009-02-11;Ballarat;7.9;18.0;0.0;6.8;0.7;S;57.0;73.0;42.0;1018.2;1017.8;No;No;2009;2;11;7;MelbourneAirport;Victoria
2009-02-12;Ballarat;7.0;21.0;0.0;5.8;10.9;SSE;57.0;72.0;36.0;1020.0;1019.7;No;No;2009;2;12;7;MelbourneAirport;Victoria
2009-02-13;Ballarat;8.4;24.5;0.0;7.8;11.8;SE;56.0;54.0;25.0;1024.1;1022.1;No;No;2009;2;13;7;MelbourneAirport;Victoria
2009-02-14;Ballarat;10.1;27.4;0.0;5.8;12.3;SE;44.0;46.0;24.0;1022.0;1018.4;No;No;2009;2;14;7;MelbourneAirport;Victoria
2009-02-15;Ballarat;12.8;23.5;0.0;6.8;11.7;SSE;56.0;75.0;47.0;1017.3;1016.4;No;No;2009;2;15;7;MelbourneAirport;Victoria
2009-02-16;Ballarat;13.5;28.7;0.0;7.8;12.2;SE;52.0;70.0;26.0;1017.9;1015.3;No;No;2009;2;16;8;MelbourneAirport;Victoria
2009-02-17;Ballarat;12.7;29.1;0.0;8.2;12.0;NNE;46.0;43.0;26.0;1016.0;1013.9;No;No;2009;2;17;8;MelbourneAirport;Victoria
2009-02-18;Ballarat;12.0;30.4;0.0;9.4;7.7;WSW;57.0;42.0;22.0;1012.1;1009.1;No;No;2009;2;18;8;MelbourneAirport;Victoria
2009-02-19;Ballarat;10.3;31.3;0.0;6.6;11.3;S;48.0;24.0;17.0;1008.3;1006.3;No;No;2009;2;19;8;MelbourneAirport;Victoria
2009-02-20;Ballarat;13.2;20.9;0.0;8.0;7.4;SSW;41.0;76.0;48.0;1012.5;1012.9;No;No;2009;2;20;8;MelbourneAirport;Victoria
2009-02-21;Ballarat;12.4;23.3;0.0;6.4;8.9;SSE;48.0;82.0;38.0;1017.4;1017.3;No;No;2009;2;21;8;MelbourneAirport;Victoria
2009-02-22;Ballarat;12.2;28.5;0.2;6.4;10.1;SSE;46.0;71.0;28.0;1015.9;1012.9;No;No;2009;2;22;8;MelbourneAirport;Victoria
2009-02-23;Ballarat;11.3;31.8;0.0;6.6;9.0;NW;57.0;53.0;14.0;1010.9;1008.3;No;No;2009;2;23;9;MelbourneAirport;Victoria
2009-02-24;Ballarat;6.4;19.8;0.0;10.6;12.2;S;44.0;67.0;31.0;1018.0;1017.4;No;No;2009;2;24;9;MelbourneAirport;Victoria
2009-02-25;Ballarat;7.6;22.3;0.0;7.6;3.4;SSE;44.0;78.0;47.0;1019.4;1017.6;No;No;2009;2;25;9;MelbourneAirport;Victoria
2009-02-26;Ballarat;12.1;30.2;0.0;4.4;11.0;SE;56.0;71.0;20.0;1017.3;1015.7;No;No;2009;2;26;9;MelbourneAirport;Victoria
2009-02-27;Ballarat;13.6;32.4;0.0;7.8;8.7;N;52.0;36.0;17.0;1013.6;1010.5;No;No;2009;2;27;9;MelbourneAirport;Victoria
2009-02-28;Ballarat;9.7;22.0;0.8;12.4;6.3;S;46.0;70.0;36.0;1011.9;1011.2;No;No;2009;2;28;9;MelbourneAirport;Victoria
2009-03-01;Ballarat;10.5;18.9;0.0;6.2;0.8;SSW;43.0;83.0;59.0;1013.7;1013.7;No;No;2009;3;1;9;MelbourneAirport;Victoria
2009-03-02;Ballarat;10.2;26.5;0.0;4.6;10.1;ESE;46.0;66.0;22.0;1013.9;1011.1;No;No;2009;3;2;10;MelbourneAirport;Victoria
2009-03-03;Ballarat;13.1;31.7;0.8;7.6;1.0;N;89.0;55.0;33.0;1006.6;1001.0;No;Yes;2009;3;3;10;MelbourneAirport;Victoria
2009-03-04;Ballarat;6.5;16.2;2.0;10.0;4.4;WNW;63.0;74.0;63.0;1011.4;1012.2;Yes;Yes;2009;3;4;10;MelbourneAirport;Victoria
2009-03-05;Ballarat;8.9;15.3;2.8;4.6;0.2;WSW;44.0;99.0;74.0;1015.8;1015.9;Yes;Yes;2009;3;5;10;MelbourneAirport;Victoria
2009-03-06;Ballarat;8.9;16.4;2.0;2.6;5.4;SW;39.0;85.0;57.0;1016.0;1014.7;Yes;No;2009;3;6;10;MelbourneAirport;Victoria
2009-03-07;Ballarat;11.0;18.6;0.0;3.4;6.4;SW;30.0;79.0;56.0;1016.0;1015.7;No;No;2009;3;7;10;MelbourneAirport;Victoria
2009-03-08;Ballarat;7.3;18.8;0.0;4.2;5.0;SE;54.0;71.0;56.0;1019.4;1018.8;No;No;2009;3;8;10;MelbourneAirport;Victoria
2009-03-09;Ballarat;9.2;26.2;0.0;4.2;10.1;SE;52.0;75.0;30.0;1019.7;1017.3;No;No;2009;3;9;11;MelbourneAirport;Victoria
2009-03-10;Ballarat;12.5;26.8;0.0;4.0;6.2;ESE;59.0;88.0;46.0;1019.3;1017.8;No;No;2009;3;10;11;MelbourneAirport;Victoria
2009-03-11;Ballarat;13.7;28.6;0.8;4.6;5.5;NNE;54.0;88.0;31.0;1020.3;1017.8;No;Yes;2009;3;11;11;MelbourneAirport;Victoria
2009-03-12;Ballarat;15.3;23.0;3.0;4.8;2.4;NNE;48.0;100.0;66.0;1017.8;1016.1;Yes;No;2009;3;12;11;MelbourneAirport;Victoria
2009-03-13;Ballarat;12.9;28.0;0.2;3.8;9.8;WNW;39.0;100.0;42.0;1016.4;1014.1;No;Yes;2009;3;13;11;MelbourneAirport;Victoria
2009-03-14;Ballarat;13.9;18.3;2.4;6.8;4.1;WSW;72.0;97.0;79.0;1010.4;1007.2;Yes;Yes;2009;3;14;11;MelbourneAirport;Victoria
2009-03-15;Ballarat;7.6;15.6;16.4;3.6;2.9;W;56.0;87.0;57.0;1011.4;1010.4;Yes;No;2009;3;15;11;MelbourneAirport;Victoria
2009-03-16;Ballarat;9.3;16.4;1.0;5.6;5.0;W;46.0;99.0;73.0;1012.0;1012.7;No;Yes;2009;3;16;12;MelbourneAirport;Victoria
2009-03-17;Ballarat;9.6;17.3;2.8;5.0;4.9;SSW;31.0;98.0;57.0;1017.4;1016.7;Yes;No;2009;3;17;12;MelbourneAirport;Victoria
2009-03-18;Ballarat;6.5;23.4;0.0;4.0;8.8;N;43.0;80.0;22.0;1016.0;1013.6;No;No;2009;3;18;12;MelbourneAirport;Victoria
2009-03-19;Ballarat;9.3;30.3;0.0;8.0;10.2;WNW;56.0;37.0;19.0;1013.6;1011.5;No;No;2009;3;19;12;MelbourneAirport;Victoria
2009-03-20;Ballarat;11.6;29.9;0.0;8.8;10.5;NNW;52.0;73.0;26.0;1014.7;1012.7;No;No;2009;3;20;12;MelbourneAirport;Victoria
2009-03-21;Ballarat;12.5;33.1;0.0;6.2;10.6;N;59.0;30.0;12.0;1013.3;1009.8;No;No;2009;3;21;12;MelbourneAirport;Victoria
2009-03-22;Ballarat;13.8;22.2;0.0;14.8;6.1;WNW;43.0;91.0;59.0;1012.1;1012.1;No;No;2009;3;22;12;MelbourneAirport;Victoria
2009-03-23;Ballarat;10.2;20.1;0.0;8.0;4.5;S;37.0;92.0;47.0;1015.8;1014.6;No;No;2009;3;23;13;MelbourneAirport;Victoria
2009-03-24;Ballarat;8.7;20.6;0.0;1.0;3.4;SE;39.0;78.0;25.0;1015.9;1015.3;No;Yes;2009;3;24;13;MelbourneAirport;Victoria
2009-03-25;Ballarat;11.9;23.3;5.8;2.2;3.2;WSW;28.0;100.0;60.0;1015.4;1015.1;Yes;No;2009;3;25;13;MelbourneAirport;Victoria
2009-03-26;Ballarat;10.4;21.2;0.2;2.6;8.4;SSW;44.0;92.0;45.0;1019.7;1020.5;No;No;2009;3;26;13;MelbourneAirport;Victoria
2009-03-27;Ballarat;5.3;19.7;0.0;5.4;9.4;S;37.0;92.0;42.0;1026.1;1024.5;No;No;2009;3;27;13;MelbourneAirport;Victoria
2009-03-28;Ballarat;2.2;26.4;0.0;4.0;9.6;SE;28.0;99.0;8.0;1022.8;1020.8;No;No;2009;3;28;13;MelbourneAirport;Victoria
2009-03-29;Ballarat;5.6;27.1;0.0;6.2;11.1;SE;44.0;58.0;17.0;1022.2;1020.8;No;No;2009;3;29;13;MelbourneAirport;Victoria
2009-03-30;Ballarat;11.1;23.6;0.0;4.8;9.3;SE;50.0;81.0;45.0;1024.2;1022.1;No;No;2009;3;30;14;MelbourneAirport;Victoria
2009-03-31;Ballarat;8.6;27.7;0.0;4.2;10.5;N;46.0;64.0;30.0;1023.3;1020.6;No;No;2009;3;31;14;MelbourneAirport;Victoria
2009-04-01;Ballarat;10.9;28.6;0.0;6.2;10.3;SE;35.0;53.0;29.0;1023.2;1020.6;No;No;2009;4;1;14;MelbourneAirport;Victoria
2009-04-02;Ballarat;11.8;28.6;0.0;6.2;10.4;NNE;50.0;60.0;36.0;1022.5;1019.1;No;No;2009;4;2;14;MelbourneAirport;Victoria
2009-04-03;Ballarat;15.7;17.6;0.0;10.6;2.1;WSW;43.0;77.0;91.0;1016.5;1016.3;No;Yes;2009;4;3;14;MelbourneAirport;Victoria
2009-04-04;Ballarat;5.0;14.9;4.2;6.2;4.8;S;33.0;95.0;53.0;1022.8;1022.6;Yes;No;2009;4;4;14;MelbourneAirport;Victoria
2009-04-05;Ballarat;7.3;16.4;0.0;2.4;4.2;W;46.0;81.0;88.0;1020.0;1018.8;No;No;2009;4;5;14;MelbourneAirport;Victoria
2009-04-06;Ballarat;2.4;13.3;0.2;3.4;3.9;SW;39.0;81.0;53.0;1025.9;1024.9;No;No;2009;4;6;15;MelbourneAirport;Victoria
2009-04-07;Ballarat;7.5;15.7;0.0;2.6;2.8;S;41.0;93.0;63.0;1029.4;1027.6;No;Yes;2009;4;7;15;MelbourneAirport;Victoria
2009-04-08;Ballarat;9.2;18.8;2.4;1.8;6.1;SSE;33.0;90.0;51.0;1027.7;1024.9;Yes;No;2009;4;8;15;MelbourneAirport;Victoria
2009-04-09;Ballarat;7.9;22.9;0.2;2.6;8.7;N;39.0;77.0;28.0;1023.0;1019.0;No;No;2009;4;9;15;MelbourneAirport;Victoria
2009-04-10;Ballarat;5.5;20.2;0.0;4.0;3.9;SE;37.0;79.0;47.0;1019.7;1018.7;No;No;2009;4;10;15;MelbourneAirport;Victoria
2009-04-11;Ballarat;8.1;22.6;0.0;3.2;4.8;SSE;28.0;89.0;25.0;1023.4;1020.6;No;No;2009;4;11;15;MelbourneAirport;Victoria
2009-04-12;Ballarat;3.7;21.8;0.0;1.4;10.7;WNW;41.0;80.0;28.0;1023.0;1021.1;No;No;2009;4;12;15;MelbourneAirport;Victoria
2009-04-13;Ballarat;4.2;23.9;0.0;4.0;11.0;NNW;30.0;52.0;23.0;1022.6;1018.7;No;No;2009;4;13;16;MelbourneAirport;Victoria
2009-04-14;Ballarat;8.4;25.2;0.0;6.0;10.5;WNW;56.0;48.0;21.0;1014.5;1010.4;No;Yes;2009;4;14;16;MelbourneAirport;Victoria
2009-04-15;Ballarat;8.2;13.5;1.6;9.0;6.3;WNW;80.0;74.0;66.0;1008.0;1011.4;Yes;No;2009;4;15;16;MelbourneAirport;Victoria
2009-04-16;Ballarat;0.2;17.5;0.4;5.6;5.6;NW;57.0;75.0;48.0;1012.9;1010.0;No;No;2009;4;16;16;MelbourneAirport;Victoria
2009-04-17;Ballarat;6.0;18.5;0.2;5.0;5.1;WNW;28.0;87.0;54.0;1017.8;1017.6;No;No;2009;4;17;16;MelbourneAirport;Victoria
2009-04-18;Ballarat;5.4;16.6;0.0;1.8;4.1;SSE;35.0;93.0;63.0;1023.8;1022.9;No;No;2009;4;18;16;MelbourneAirport;Victoria
2009-04-19;Ballarat;10.4;16.8;0.0;3.0;4.8;SE;48.0;81.0;60.0;1025.0;1022.5;No;No;2009;4;19;16;MelbourneAirport;Victoria
2009-04-20;Ballarat;7.1;21.2;0.0;2.8;9.5;ESE;35.0;80.0;36.0;1023.2;1020.3;No;No;2009;4;20;17;MelbourneAirport;Victoria
2009-04-21;Ballarat;4.3;20.8;0.0;2.4;10.2;NNE;31.0;55.0;32.0;1024.4;1021.7;No;No;2009;4;21;17;MelbourneAirport;Victoria
2009-04-22;Ballarat;3.1;21.1;0.0;4.0;10.3;N;41.0;57.0;33.0;1025.0;1021.4;No;No;2009;4;22;17;MelbourneAirport;Victoria
2009-04-23;Ballarat;9.4;20.1;0.0;5.6;7.6;N;61.0;62.0;39.0;1017.2;1012.7;No;Yes;2009;4;23;17;MelbourneAirport;Victoria
2009-04-24;Ballarat;11.9;15.1;2.0;7.4;0.0;NNE;61.0;99.0;98.0;1002.2;998.1;Yes;Yes;2009;4;24;17;MelbourneAirport;Victoria
2009-04-25;Ballarat;7.8;15.5;3.6;1.8;3.9;NNW;74.0;100.0;73.0;1000.5;993.0;Yes;Yes;2009;4;25;17;MelbourneAirport;Victoria
2009-04-26;Ballarat;3.6;9.8;10.2;5.2;4.2;WNW;78.0;77.0;85.0;998.0;1000.9;Yes;Yes;2009;4;26;17;MelbourneAirport;Victoria
2009-04-27;Ballarat;1.2;10.1;3.4;3.0;2.7;NW;35.0;99.0;69.0;1011.5;1010.5;Yes;Yes;2009;4;27;18;MelbourneAirport;Victoria
2009-04-28;Ballarat;3.7;10.5;4.6;2.6;5.1;SW;35.0;92.0;60.0;1020.2;1020.6;Yes;No;2009;4;28;18;MelbourneAirport;Victoria
2009-04-29;Ballarat;1.7;10.0;0.0;0.4;2.6;SSE;24.0;93.0;58.0;1023.2;1021.4;No;No;2009;4;29;18;MelbourneAirport;Victoria
2009-04-30;Ballarat;-2.4;13.7;0.0;1.2;10.1;N;31.0;99.0;41.0;1022.9;1020.4;No;No;2009;4;30;18;MelbourneAirport;Victoria
2009-05-01;Ballarat;4.4;11.0;0.0;3.8;0.3;N;50.0;69.0;87.0;1023.4;1022.9;No;No;2009;5;1;18;MelbourneAirport;Victoria
2009-05-02;Ballarat;0.9;15.0;0.2;1.6;9.7;SSE;24.0;99.0;50.0;1028.0;1026.1;No;No;2009;5;2;18;MelbourneAirport;Victoria
2009-05-03;Ballarat;1.2;15.4;0.2;2.4;7.8;W;22.0;100.0;58.0;1029.6;1027.6;No;No;2009;5;3;18;MelbourneAirport;Victoria
2009-05-04;Ballarat;3.0;14.8;0.0;1.4;0.7;S;30.0;97.0;72.0;1031.3;1030.2;No;No;2009;5;4;19;MelbourneAirport;Victoria
2009-05-05;Ballarat;4.9;17.4;0.0;1.2;8.6;SSE;30.0;78.0;46.0;1031.7;1028.8;No;No;2009;5;5;19;MelbourneAirport;Victoria
2009-05-06;Ballarat;5.2;12.8;0.0;2.8;5.4;SSE;30.0;82.0;72.0;1029.3;1027.1;No;No;2009;5;6;19;MelbourneAirport;Victoria
2009-05-07;Ballarat;8.0;15.4;0.4;1.6;5.2;SSW;35.0;100.0;57.0;1028.5;1027.4;No;No;2009;5;7;19;MelbourneAirport;Victoria
2009-05-08;Ballarat;5.4;12.4;0.2;1.8;0.1;S;37.0;100.0;88.0;1031.3;1029.4;No;No;2009;5;8;19;MelbourneAirport;Victoria
2009-05-09;Ballarat;9.1;14.4;0.0;0.2;1.9;S;33.0;99.0;74.0;1028.6;1026.0;No;No;2009;5;9;19;MelbourneAirport;Victoria
2009-05-10;Ballarat;7.8;14.8;0.0;1.6;5.7;SE;39.0;77.0;62.0;1026.1;1023.9;No;No;2009;5;10;19;MelbourneAirport;Victoria
2009-05-11;Ballarat;0.6;16.7;0.4;1.0;5.9;WSW;22.0;96.0;58.0;1025.3;1022.7;No;No;2009;5;11;20;MelbourneAirport;Victoria
2009-05-12;Ballarat;3.0;14.2;0.0;1.6;1.4;SW;24.0;70.0;62.0;1023.4;1020.3;No;No;2009;5;12;20;MelbourneAirport;Victoria
2009-05-13;Ballarat;6.7;13.3;0.6;1.4;1.6;W;41.0;92.0;58.0;1017.7;1014.7;No;No;2009;5;13;20;MelbourneAirport;Victoria
2009-05-14;Ballarat;4.2;13.7;0.4;2.0;1.6;WNW;54.0;92.0;74.0;1013.4;1011.3;No;No;2009;5;14;20;MelbourneAirport;Victoria
2009-05-15;Ballarat;9.4;17.2;0.0;4.0;0.0;WNW;56.0;97.0;87.0;1010.6;1007.9;No;Yes;2009;5;15;20;MelbourneAirport;Victoria
2009-05-16;Ballarat;8.1;11.5;3.2;4.0;2.2;W;59.0;88.0;68.0;1013.3;1015.2;Yes;Yes;2009;5;16;20;MelbourneAirport;Victoria
2009-05-17;Ballarat;7.0;13.1;1.6;2.8;0.9;WSW;31.0;99.0;76.0;1022.3;1020.8;Yes;No;2009;5;17;20;MelbourneAirport;Victoria
2009-05-18;Ballarat;3.0;17.3;0.2;0.6;9.2;NNE;30.0;91.0;42.0;1024.3;1021.5;No;No;2009;5;18;21;MelbourneAirport;Victoria
2009-05-19;Ballarat;4.2;17.9;0.0;1.0;6.3;NNE;37.0;67.0;52.0;1021.6;1019.7;No;No;2009;5;19;21;MelbourneAirport;Victoria
2009-05-20;Ballarat;5.7;18.9;0.0;2.2;7.3;NE;37.0;72.0;48.0;1022.9;1021.9;No;No;2009;5;20;21;MelbourneAirport;Victoria
2009-05-21;Ballarat;4.6;18.2;0.0;1.6;5.6;S;30.0;76.0;43.0;1025.7;1023.5;No;No;2009;5;21;21;MelbourneAirport;Victoria
2009-05-22;Ballarat;2.0;19.0;0.0;1.6;9.3;N;35.0;75.0;39.0;1025.4;1021.6;No;No;2009;5;22;21;MelbourneAirport;Victoria
2009-05-23;Ballarat;8.6;18.5;0.0;2.0;5.0;NNE;63.0;60.0;53.0;1020.0;1018.1;No;No;2009;5;23;21;MelbourneAirport;Victoria
2009-05-24;Ballarat;13.2;17.7;0.0;5.8;0.0;NNE;63.0;68.0;57.0;1022.1;1020.0;No;No;2009;5;24;21;MelbourneAirport;Victoria
2009-05-25;Ballarat;12.5;13.6;0.0;5.4;1.9;NNE;52.0;70.0;99.0;1018.6;1015.5;No;Yes;2009;5;25;22;MelbourneAirport;Victoria
2009-05-26;Ballarat;4.7;14.2;10.4;3.0;7.4;WNW;26.0;86.0;61.0;1022.0;1020.6;Yes;No;2009;5;26;22;MelbourneAirport;Victoria
2009-05-27;Ballarat;4.0;11.8;0.4;2.0;4.6;SW;26.0;69.0;81.0;1023.3;1021.9;No;No;2009;5;27;22;MelbourneAirport;Victoria
2009-05-28;Ballarat;5.9;11.3;0.8;0.8;1.9;S;41.0;93.0;67.0;1025.7;1025.0;No;No;2009;5;28;22;MelbourneAirport;Victoria
2009-05-29;Ballarat;6.4;12.4;1.0;1.4;8.4;SE;54.0;89.0;60.0;1028.4;1027.1;No;No;2009;5;29;22;MelbourneAirport;Victoria
2009-05-30;Ballarat;6.4;12.7;0.0;1.8;3.8;ESE;50.0;98.0;74.0;1031.7;1030.5;No;No;2009;5;30;22;MelbourneAirport;Victoria
2009-05-31;Ballarat;2.1;15.0;0.0;1.4;7.7;SE;28.0;79.0;42.0;1033.9;1030.7;No;No;2009;5;31;22;MelbourneAirport;Victoria
2009-06-01;Ballarat;8.6;10.8;0.0;2.2;0.0;NE;35.0;80.0;94.0;1030.7;1028.9;No;Yes;2009;6;1;23;MelbourneAirport;Victoria
2009-06-02;Ballarat;8.2;12.6;7.2;0.2;0.0;ESE;30.0;90.0;82.0;1029.6;1026.3;Yes;Yes;2009;6;2;23;MelbourneAirport;Victoria
2009-06-03;Ballarat;9.0;12.4;10.2;0.6;0.0;NE;31.0;94.0;97.0;1022.6;1018.9;Yes;Yes;2009;6;3;23;MelbourneAirport;Victoria
2009-06-04;Ballarat;9.6;12.9;8.8;0.4;0.7;N;35.0;66.0;81.0;1019.2;1017.2;Yes;Yes;2009;6;4;23;MelbourneAirport;Victoria
2009-06-05;Ballarat;2.5;13.4;3.4;1.6;7.5;N;19.0;80.0;64.0;1018.2;1015.5;Yes;No;2009;6;5;23;MelbourneAirport;Victoria
2009-06-06;Ballarat;2.0;9.9;0.0;1.0;1.6;N;33.0;91.0;94.0;1013.0;1009.2;No;Yes;2009;6;6;23;MelbourneAirport;Victoria
2009-06-07;Ballarat;4.7;9.3;3.8;0.4;1.1;NNE;24.0;100.0;81.0;1006.1;1004.9;Yes;No;2009;6;7;23;MelbourneAirport;Victoria
2009-06-08;Ballarat;6.3;11.6;0.8;2.0;2.7;WNW;39.0;99.0;89.0;1007.5;1006.3;No;Yes;2009;6;8;24;MelbourneAirport;Victoria
2009-06-09;Ballarat;2.3;8.4;6.2;2.4;2.7;SW;65.0;99.0;81.0;1007.1;1008.1;Yes;Yes;2009;6;9;24;MelbourneAirport;Victoria
