Date;Location;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustDir;WindGustSpeed;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;RainToday;RainTomorrow;year;month;day;week;Radar;Region
2009-03-24;Dartmoor;7.1;20.6;0.0;3.8;0.2;E;24.0;90.0;58.0;1017.6;1014.8;No;Yes;2009;3;24;13;isole;Western Australia
2009-03-25;Dartmoor;10.5;23.1;4.8;3.0;6.5;SW;30.0;98.0;68.0;1015.9;1015.1;Yes;No;2009;3;25;13;isole;Western Australia
2009-03-26;Dartmoor;14.0;20.4;0.0;1.8;7.2;SW;46.0;95.0;71.0;1021.0;1023.7;No;No;2009;3;26;13;isole;Western Australia
2009-03-27;Dartmoor;3.4;19.8;0.2;3.6;9.4;SW;30.0;97.0;59.0;1028.2;1026.5;No;No;2009;3;27;13;isole;Western Australia
2009-03-28;Dartmoor;1.8;26.6;0.0;2.6;10.7;WNW;31.0;98.0;30.0;1023.6;1020.6;No;No;2009;3;28;13;isole;Western Australia
2009-03-29;Dartmoor;8.8;24.3;0.0;4.8;10.5;SE;33.0;90.0;55.0;1022.6;1022.0;No;No;2009;3;29;13;isole;Western Australia
2009-03-30;Dartmoor;5.1;21.1;0.0;3.0;8.1;ESE;48.0;77.0;56.0;1026.0;1024.5;No;No;2009;3;30;14;isole;Western Australia
2009-03-31;Dartmoor;7.1;29.0;0.0;3.2;8.1;SSW;31.0;99.0;47.0;1022.2;1019.5;No;No;2009;3;31;14;isole;Western Australia
2009-04-01;Dartmoor;3.0;31.7;0.2;4.0;10.2;N;30.0;87.0;28.0;1020.5;1018.4;No;No;2009;4;1;14;isole;Western Australia
2009-04-02;Dartmoor;-1.1;33.3;0.0;6.4;8.7;N;43.0;49.0;31.0;1018.1;1015.7;No;No;2009;4;2;14;isole;Western Australia
2009-04-03;Dartmoor;12.4;20.6;0.2;5.6;5.5;WSW;56.0;90.0;59.0;1018.7;1017.6;No;No;2009;4;3;14;isole;Western Australia
2009-04-04;Dartmoor;4.2;16.7;0.0;3.4;1.2;W;30.0;93.0;62.0;1024.6;1023.8;No;Yes;2009;4;4;14;isole;Western Australia
2009-04-05;Dartmoor;7.0;17.0;1.8;1.6;5.0;SSW;50.0;92.0;64.0;1020.5;1021.3;Yes;No;2009;4;5;14;isole;Western Australia
2009-04-06;Dartmoor;5.7;16.7;1.0;2.6;3.2;SSW;43.0;81.0;58.0;1027.8;1027.5;No;No;2009;4;6;15;isole;Western Australia
2009-04-07;Dartmoor;8.0;17.1;0.4;2.2;5.0;S;33.0;88.0;94.0;1031.5;1029.8;No;Yes;2009;4;7;15;isole;Western Australia
2009-04-08;Dartmoor;6.8;16.2;1.4;1.2;3.6;S;26.0;99.0;84.0;1029.1;1026.6;Yes;No;2009;4;8;15;isole;Western Australia
2009-04-09;Dartmoor;9.6;19.4;0.0;1.2;4.5;SSW;30.0;91.0;61.0;1023.4;1019.7;No;No;2009;4;9;15;isole;Western Australia
2009-04-10;Dartmoor;6.6;21.4;0.2;1.4;5.4;WSW;33.0;95.0;68.0;1021.2;1019.8;No;No;2009;4;10;15;isole;Western Australia
2009-04-11;Dartmoor;5.6;21.0;0.0;1.6;8.9;SSW;24.0;96.0;62.0;1024.1;1021.3;No;No;2009;4;11;15;isole;Western Australia
2009-04-12;Dartmoor;5.4;22.4;0.0;2.0;9.4;SSW;28.0;99.0;46.0;1023.6;1021.1;No;No;2009;4;12;15;isole;Western Australia
2009-04-13;Dartmoor;3.4;27.4;0.2;2.6;9.8;NW;35.0;85.0;24.0;1021.5;1016.6;No;No;2009;4;13;16;isole;Western Australia
2009-04-14;Dartmoor;7.3;21.8;0.0;4.4;8.5;W;48.0;85.0;50.0;1013.5;1010.3;No;Yes;2009;4;14;16;isole;Western Australia
2009-04-15;Dartmoor;8.5;15.3;5.4;4.8;7.3;W;87.0;71.0;59.0;1010.1;1011.9;Yes;No;2009;4;15;16;isole;Western Australia
2009-04-16;Dartmoor;9.2;18.8;0.2;2.2;8.1;NNW;54.0;79.0;72.0;1010.2;1009.9;No;Yes;2009;4;16;16;isole;Western Australia
2009-04-17;Dartmoor;10.0;18.9;1.2;3.0;7.2;W;35.0;98.0;72.0;1017.1;1017.6;Yes;Yes;2009;4;17;16;isole;Western Australia
2009-04-18;Dartmoor;9.2;18.7;1.6;1.8;3.7;SW;31.0;99.0;77.0;1024.3;1023.9;Yes;No;2009;4;18;16;isole;Western Australia
2009-04-19;Dartmoor;11.2;17.0;0.2;1.4;4.1;SE;37.0;89.0;72.0;1026.5;1024.1;No;No;2009;4;19;16;isole;Western Australia
2009-04-20;Dartmoor;6.8;22.5;0.0;2.4;8.7;ESE;24.0;83.0;43.0;1022.8;1019.6;No;No;2009;4;20;17;isole;Western Australia
2009-04-21;Dartmoor;4.5;24.5;0.2;2.2;6.1;NNW;26.0;91.0;36.0;1022.8;1020.2;No;No;2009;4;21;17;isole;Western Australia
2009-04-22;Dartmoor;4.7;24.5;0.0;2.6;9.9;NNE;35.0;74.0;33.0;1023.0;1019.1;No;No;2009;4;22;17;isole;Western Australia
2009-04-23;Dartmoor;11.1;23.4;0.0;5.4;0.4;NNE;52.0;50.0;36.0;1013.4;1008.0;No;Yes;2009;4;23;17;isole;Western Australia
2009-04-24;Dartmoor;14.7;18.6;3.2;3.4;1.6;N;43.0;99.0;98.0;998.8;997.4;Yes;Yes;2009;4;24;17;isole;Western Australia
2009-04-25;Dartmoor;10.8;16.4;20.6;0.6;5.1;NW;72.0;96.0;83.0;998.5;991.5;Yes;Yes;2009;4;25;17;isole;Western Australia
2009-04-26;Dartmoor;7.0;13.3;16.8;3.6;6.4;W;91.0;72.0;87.0;999.4;1004.2;Yes;Yes;2009;4;26;17;isole;Western Australia
2009-04-27;Dartmoor;5.7;12.6;6.8;1.8;0.8;SW;31.0;96.0;95.0;1011.3;1011.5;Yes;Yes;2009;4;27;18;isole;Western Australia
2009-04-28;Dartmoor;3.4;12.8;1.8;1.4;3.4;SSE;31.0;92.0;63.0;1022.5;1022.6;Yes;No;2009;4;28;18;isole;Western Australia
2009-04-29;Dartmoor;3.0;14.6;0.0;1.6;7.0;NE;15.0;94.0;50.0;1024.2;1022.2;No;No;2009;4;29;18;isole;Western Australia
2009-04-30;Dartmoor;-1.1;17.6;0.0;1.4;8.7;NW;41.0;85.0;57.0;1022.6;1018.6;No;Yes;2009;4;30;18;isole;Western Australia
2009-05-01;Dartmoor;6.5;15.7;2.2;2.4;4.6;NNW;31.0;99.0;66.0;1022.9;1022.7;Yes;No;2009;5;1;18;isole;Western Australia
2009-05-02;Dartmoor;3.2;17.8;0.2;1.6;6.9;WSW;24.0;93.0;74.0;1028.3;1026.4;No;No;2009;5;2;18;isole;Western Australia
2009-05-03;Dartmoor;4.4;16.6;0.4;0.8;5.0;SW;20.0;99.0;76.0;1029.4;1027.6;No;No;2009;5;3;18;isole;Western Australia
2009-05-04;Dartmoor;8.0;16.4;0.6;1.0;4.1;S;31.0;99.0;78.0;1031.9;1031.0;No;No;2009;5;4;19;isole;Western Australia
2009-05-05;Dartmoor;3.3;16.7;1.0;1.2;5.9;S;20.0;99.0;68.0;1033.0;1029.8;No;No;2009;5;5;19;isole;Western Australia
2009-05-06;Dartmoor;4.9;16.2;0.0;1.0;2.9;SW;31.0;92.0;71.0;1029.9;1027.5;No;No;2009;5;6;19;isole;Western Australia
2009-05-07;Dartmoor;7.8;16.6;0.6;0.8;3.5;SSW;41.0;99.0;83.0;1029.7;1029.0;No;Yes;2009;5;7;19;isole;Western Australia
2009-05-08;Dartmoor;6.9;15.2;1.2;0.8;1.3;SSW;26.0;99.0;80.0;1033.2;1030.8;Yes;No;2009;5;8;19;isole;Western Australia
2009-05-09;Dartmoor;4.8;15.4;0.2;0.8;1.8;SSW;30.0;99.0;81.0;1029.8;1027.1;No;No;2009;5;9;19;isole;Western Australia
2009-05-10;Dartmoor;10.1;14.6;0.2;0.8;0.9;SSE;22.0;93.0;85.0;1027.3;1024.8;No;No;2009;5;10;19;isole;Western Australia
2009-05-11;Dartmoor;2.9;16.9;0.2;0.6;4.0;S;20.0;99.0;69.0;1025.5;1023.7;No;No;2009;5;11;20;isole;Western Australia
2009-05-12;Dartmoor;4.0;16.3;0.0;1.2;4.6;SW;24.0;98.0;68.0;1024.1;1020.7;No;Yes;2009;5;12;20;isole;Western Australia
2009-05-13;Dartmoor;8.0;15.9;4.0;0.8;4.6;WNW;44.0;92.0;79.0;1017.9;1015.0;Yes;Yes;2009;5;13;20;isole;Western Australia
2009-05-14;Dartmoor;9.5;15.3;2.8;1.4;4.4;WNW;48.0;96.0;88.0;1013.3;1011.2;Yes;No;2009;5;14;20;isole;Western Australia
2009-05-15;Dartmoor;11.8;16.2;1.0;1.4;0.5;WNW;59.0;90.0;90.0;1009.9;1008.1;No;Yes;2009;5;15;20;isole;Western Australia
2009-05-16;Dartmoor;11.5;14.5;1.8;1.0;1.7;SW;46.0;79.0;72.0;1014.7;1016.8;Yes;Yes;2009;5;16;20;isole;Western Australia
2009-05-17;Dartmoor;10.6;16.1;1.4;1.2;1.5;W;30.0;96.0;84.0;1022.7;1021.1;Yes;Yes;2009;5;17;20;isole;Western Australia
2009-05-18;Dartmoor;10.4;13.2;1.2;0.8;0.1;ENE;19.0;97.0;82.0;1025.0;1022.1;Yes;No;2009;5;18;21;isole;Western Australia
2009-05-19;Dartmoor;5.3;19.3;0.0;0.4;7.0;E;20.0;98.0;63.0;1019.9;1017.6;No;No;2009;5;19;21;isole;Western Australia
2009-05-20;Dartmoor;8.6;20.4;0.0;0.8;4.7;S;24.0;94.0;78.0;1021.8;1021.2;No;No;2009;5;20;21;isole;Western Australia
2009-05-21;Dartmoor;7.0;21.0;0.0;0.8;9.5;ESE;24.0;94.0;57.0;1025.2;1023.1;No;No;2009;5;21;21;isole;Western Australia
2009-05-22;Dartmoor;5.4;20.4;0.2;1.6;9.4;N;41.0;96.0;47.0;1023.0;1018.5;No;No;2009;5;22;21;isole;Western Australia
2009-05-23;Dartmoor;8.8;20.0;0.0;4.0;3.5;NNE;46.0;69.0;61.0;1016.5;1013.3;No;No;2009;5;23;21;isole;Western Australia
2009-05-24;Dartmoor;15.1;19.2;0.0;2.8;0.0;NE;44.0;71.0;68.0;1016.9;1015.5;No;Yes;2009;5;24;21;isole;Western Australia
2009-05-25;Dartmoor;13.6;15.7;2.8;1.2;0.6;N;35.0;98.0;96.0;1015.0;1013.7;Yes;Yes;2009;5;25;22;isole;Western Australia
2009-05-26;Dartmoor;5.6;15.2;3.0;0.6;4.5;NW;31.0;99.0;78.0;1021.6;1020.8;Yes;Yes;2009;5;26;22;isole;Western Australia
2009-05-27;Dartmoor;6.7;13.3;5.0;1.0;3.9;S;30.0;99.0;85.0;1024.1;1023.7;Yes;Yes;2009;5;27;22;isole;Western Australia
2009-05-28;Dartmoor;7.8;14.6;1.8;0.6;5.5;SSE;37.0;82.0;92.0;1027.6;1027.6;Yes;No;2009;5;28;22;isole;Western Australia
2009-05-29;Dartmoor;6.7;16.0;0.6;0.8;4.9;SE;31.0;88.0;78.0;1029.5;1028.4;No;No;2009;5;29;22;isole;Western Australia
2009-05-30;Dartmoor;1.6;14.3;0.2;1.4;9.1;E;37.0;98.0;76.0;1032.6;1030.9;No;No;2009;5;30;22;isole;Western Australia
2009-05-31;Dartmoor;5.5;17.1;0.0;1.2;8.3;ENE;22.0;93.0;56.0;1033.0;1029.9;No;No;2009;5;31;22;isole;Western Australia
2009-06-01;Dartmoor;8.6;12.4;0.4;1.2;0.0;ESE;28.0;89.0;96.0;1029.1;1027.4;No;Yes;2009;6;1;23;isole;Western Australia
2009-06-02;Dartmoor;9.9;15.6;6.8;1.2;0.6;ESE;37.0;95.0;79.0;1028.2;1025.3;Yes;No;2009;6;2;23;isole;Western Australia
2009-06-03;Dartmoor;10.1;15.4;0.0;0.2;0.0;E;22.0;95.0;80.0;1021.6;1018.0;No;No;2009;6;3;23;isole;Western Australia
2009-06-04;Dartmoor;7.8;15.6;0.0;0.4;7.3;N;24.0;98.0;76.0;1018.6;1016.1;No;No;2009;6;4;23;isole;Western Australia
2009-06-05;Dartmoor;3.2;15.8;0.4;0.8;5.4;NNW;20.0;99.0;78.0;1017.0;1014.6;No;No;2009;6;5;23;isole;Western Australia
2009-06-06;Dartmoor;5.7;12.0;0.6;1.0;0.0;NE;28.0;99.0;88.0;1011.0;1007.3;No;Yes;2009;6;6;23;isole;Western Australia
2009-06-07;Dartmoor;4.7;13.3;1.4;1.0;3.3;S;28.0;99.0;93.0;1005.9;1005.1;Yes;Yes;2009;6;7;23;isole;Western Australia
2009-06-08;Dartmoor;7.2;12.2;9.2;0.8;3.4;WSW;41.0;97.0;92.0;1006.8;1007.4;Yes;Yes;2009;6;8;24;isole;Western Australia
2009-06-09;Dartmoor;6.1;11.7;17.6;0.6;5.4;SW;57.0;80.0;81.0;1008.3;1010.9;Yes;Yes;2009;6;9;24;isole;Western Australia
2009-06-10;Dartmoor;4.1;11.7;2.0;1.2;4.8;SW;41.0;92.0;74.0;1022.8;1023.2;Yes;No;2009;6;10;24;isole;Western Australia
2009-06-11;Dartmoor;5.2;12.3;0.8;1.2;3.7;N;33.0;85.0;65.0;1025.2;1022.4;No;No;2009;6;11;24;isole;Western Australia
2009-06-12;Dartmoor;2.9;11.7;0.0;1.6;2.4;NNE;50.0;82.0;72.0;1018.6;1014.4;No;Yes;2009;6;12;24;isole;Western Australia
2009-06-13;Dartmoor;6.2;12.6;1.4;2.2;3.4;NNE;43.0;84.0;72.0;1007.1;1003.7;Yes;Yes;2009;6;13;24;isole;Western Australia
2009-06-14;Dartmoor;7.7;13.4;10.8;2.0;4.8;NNE;30.0;92.0;80.0;1006.2;1006.3;Yes;No;2009;6;14;24;isole;Western Australia
2009-06-15;Dartmoor;2.3;15.9;0.2;0.4;8.9;E;20.0;99.0;65.0;1013.8;1015.6;No;No;2009;6;15;25;isole;Western Australia
2009-06-16;Dartmoor;1.7;15.8;0.2;0.6;6.5;SSW;13.0;99.0;67.0;1023.9;1023.8;No;No;2009;6;16;25;isole;Western Australia
2009-06-17;Dartmoor;0.0;15.3;0.4;0.8;6.5;WNW;19.0;99.0;70.0;1029.1;1027.3;No;No;2009;6;17;25;isole;Western Australia
2009-06-18;Dartmoor;1.7;14.8;0.0;1.0;8.7;N;24.0;99.0;65.0;1029.3;1026.7;No;No;2009;6;18;25;isole;Western Australia
2009-06-19;Dartmoor;0.6;14.8;0.2;1.2;8.4;N;33.0;99.0;69.0;1026.8;1022.6;No;No;2009;6;19;25;isole;Western Australia
2009-06-20;Dartmoor;2.2;16.0;0.0;2.0;3.0;NNW;52.0;80.0;63.0;1015.5;1010.2;No;No;2009;6;20;25;isole;Western Australia
2009-06-21;Dartmoor;3.3;16.8;0.2;2.6;8.2;ENE;24.0;98.0;63.0;1018.2;1015.5;No;No;2009;6;21;25;isole;Western Australia
2009-06-22;Dartmoor;5.8;16.7;0.2;0.6;8.2;N;63.0;88.0;63.0;1015.5;1012.5;No;Yes;2009;6;22;26;isole;Western Australia
2009-06-23;Dartmoor;8.5;14.6;14.4;1.4;5.1;NNW;30.0;92.0;54.0;1012.1;1010.1;Yes;No;2009;6;23;26;isole;Western Australia
2009-06-24;Dartmoor;3.5;14.3;0.4;1.4;6.1;NNE;31.0;88.0;82.0;1012.5;1012.0;No;No;2009;6;24;26;isole;Western Australia
2009-06-25;Dartmoor;4.1;13.3;0.0;1.2;5.2;NW;22.0;99.0;83.0;1012.6;1009.6;No;No;2009;6;25;26;isole;Western Australia
2009-06-26;Dartmoor;1.5;14.8;0.2;0.8;5.2;SSE;19.0;99.0;79.0;1007.7;1005.4;No;No;2009;6;26;26;isole;Western Australia
2009-06-27;Dartmoor;1.9;15.3;0.8;0.2;8.4;ESE;11.0;99.0;74.0;1008.5;1006.3;No;No;2009;6;27;26;isole;Western Australia
2009-06-28;Dartmoor;2.9;14.6;0.0;1.2;2.9;N;46.0;99.0;82.0;1003.8;1000.2;No;Yes;2009;6;28;26;isole;Western Australia
2009-06-29;Dartmoor;8.1;17.8;1.8;1.0;4.5;N;54.0;99.0;77.0;1003.9;1001.1;Yes;No;2009;6;29;27;isole;Western Australia
2009-06-30;Dartmoor;11.9;18.6;0.4;2.6;0.4;WNW;69.0;79.0;95.0;990.8;987.8;No;Yes;2009;6;30;27;isole;Western Australia
2009-07-01;Dartmoor;8.0;14.7;22.6;0.8;6.4;WNW;76.0;95.0;76.0;996.7;999.0;Yes;Yes;2009;7;1;27;isole;Western Australia
2009-07-02;Dartmoor;7.5;12.1;9.4;1.2;1.6;SW;69.0;97.0;89.0;1005.0;1002.3;Yes;Yes;2009;7;2;27;isole;Western Australia
2009-07-03;Dartmoor;8.4;13.8;13.8;1.4;5.0;WSW;54.0;86.0;79.0;1014.0;1015.7;Yes;Yes;2009;7;3;27;isole;Western Australia
2009-07-04;Dartmoor;10.1;13.1;5.2;0.6;2.9;SW;46.0;89.0;94.0;1020.3;1019.8;Yes;Yes;2009;7;4;27;isole;Western Australia
2009-07-05;Dartmoor;7.0;12.4;2.0;1.0;0.0;SW;28.0;89.0;74.0;1024.1;1023.0;Yes;No;2009;7;5;27;isole;Western Australia
2009-07-06;Dartmoor;6.7;12.8;0.0;0.4;5.0;S;33.0;91.0;81.0;1024.4;1023.4;No;Yes;2009;7;6;28;isole;Western Australia
2009-07-07;Dartmoor;2.3;12.3;1.2;1.0;8.7;E;28.0;98.0;71.0;1026.4;1023.1;Yes;No;2009;7;7;28;isole;Western Australia
2009-07-08;Dartmoor;0.6;13.4;0.0;0.4;8.0;NNE;28.0;97.0;69.0;1026.4;1024.6;No;No;2009;7;8;28;isole;Western Australia
2009-07-09;Dartmoor;1.7;15.3;0.0;2.0;8.8;NNE;35.0;98.0;66.0;1027.2;1023.3;No;No;2009;7;9;28;isole;Western Australia
2009-07-10;Dartmoor;4.5;12.8;0.2;2.4;0.1;N;50.0;71.0;82.0;1018.7;1012.9;No;Yes;2009;7;10;28;isole;Western Australia
2009-07-11;Dartmoor;10.1;11.9;8.6;3.2;0.0;N;65.0;85.0;95.0;1005.6;1002.4;Yes;Yes;2009;7;11;28;isole;Western Australia
2009-07-12;Dartmoor;7.1;13.9;22.8;0.4;3.7;NW;61.0;96.0;93.0;1001.6;1001.0;Yes;Yes;2009;7;12;28;isole;Western Australia
2009-07-13;Dartmoor;6.6;12.9;8.4;0.8;4.7;WSW;39.0;99.0;76.0;1002.9;1002.0;Yes;No;2009;7;13;29;isole;Western Australia
2009-07-14;Dartmoor;5.5;12.5;1.0;0.8;3.7;N;24.0;99.0;77.0;1003.3;1002.9;No;Yes;2009;7;14;29;isole;Western Australia
2009-07-15;Dartmoor;2.2;13.0;1.2;0.6;6.0;ESE;22.0;99.0;85.0;1009.9;1009.6;Yes;Yes;2009;7;15;29;isole;Western Australia
2009-07-16;Dartmoor;1.0;14.9;7.0;0.4;8.6;SSE;24.0;99.0;86.0;1018.2;1018.3;Yes;No;2009;7;16;29;isole;Western Australia
2009-07-17;Dartmoor;0.1;13.8;0.8;0.8;5.1;N;22.0;99.0;71.0;1022.0;1019.0;No;No;2009;7;17;29;isole;Western Australia
2009-07-18;Dartmoor;1.9;13.6;0.0;0.8;3.2;N;48.0;84.0;77.0;1013.0;1010.2;No;Yes;2009;7;18;29;isole;Western Australia
2009-07-19;Dartmoor;8.7;16.2;2.0;1.6;5.2;N;52.0;98.0;84.0;1013.7;1011.0;Yes;No;2009;7;19;29;isole;Western Australia
2009-07-20;Dartmoor;10.4;15.8;0.4;2.8;3.0;NNW;56.0;58.0;65.0;1009.8;1008.3;No;No;2009;7;20;30;isole;Western Australia
2009-07-21;Dartmoor;9.3;16.0;0.0;1.8;3.4;NW;70.0;50.0;56.0;1006.8;1003.6;No;Yes;2009;7;21;30;isole;Western Australia
2009-07-22;Dartmoor;8.1;10.2;4.0;2.4;0.1;NNW;37.0;96.0;93.0;1002.9;1005.0;Yes;Yes;2009;7;22;30;isole;Western Australia
2009-07-23;Dartmoor;-0.2;13.3;8.2;1.6;6.8;WSW;24.0;97.0;76.0;1020.6;1022.0;Yes;No;2009;7;23;30;isole;Western Australia
2009-07-24;Dartmoor;0.4;12.3;0.8;0.6;1.4;N;48.0;83.0;67.0;1022.0;1019.1;No;Yes;2009;7;24;30;isole;Western Australia
2009-07-25;Dartmoor;6.4;15.9;15.4;1.0;7.1;N;43.0;92.0;59.0;1019.4;1015.5;Yes;No;2009;7;25;30;isole;Western Australia
2009-07-26;Dartmoor;7.2;12.8;0.0;1.8;3.1;NNE;28.0;71.0;82.0;1013.1;1012.0;No;Yes;2009;7;26;30;isole;Western Australia
2009-07-27;Dartmoor;5.9;14.3;4.8;1.0;5.8;W;56.0;98.0;79.0;1016.6;1017.4;Yes;Yes;2009;7;27;31;isole;Western Australia
2009-07-28;Dartmoor;6.9;14.7;1.6;1.2;5.9;WNW;54.0;99.0;87.0;1020.9;1019.8;Yes;Yes;2009;7;28;31;isole;Western Australia
2009-07-29;Dartmoor;8.1;14.1;6.2;1.4;7.2;SW;28.0;99.0;87.0;1024.8;1024.1;Yes;Yes;2009;7;29;31;isole;Western Australia
2009-07-30;Dartmoor;7.7;14.1;3.4;0.6;0.5;WSW;43.0;99.0;92.0;1022.9;1019.3;Yes;Yes;2009;7;30;31;isole;Western Australia
2009-07-31;Dartmoor;6.1;14.9;8.2;0.6;5.3;WSW;39.0;99.0;80.0;1021.7;1020.8;Yes;Yes;2009;7;31;31;isole;Western Australia
2009-08-01;Dartmoor;7.9;14.8;2.4;1.6;5.9;W;43.0;99.0;89.0;1024.2;1022.8;Yes;Yes;2009;8;1;31;isole;Western Australia
2009-08-02;Dartmoor;9.3;14.4;5.8;1.6;3.3;WSW;96.0;97.0;76.0;1022.4;1017.4;Yes;Yes;2009;8;2;31;isole;Western Australia
2009-08-03;Dartmoor;5.7;13.4;13.6;2.2;3.0;SW;69.0;81.0;63.0;1023.2;1021.1;Yes;Yes;2009;8;3;32;isole;Western Australia
2009-08-04;Dartmoor;7.6;14.2;3.2;1.8;7.6;W;35.0;98.0;75.0;1016.6;1016.7;Yes;No;2009;8;4;32;isole;Western Australia
2009-08-05;Dartmoor;6.8;15.5;1.0;1.6;4.7;NNW;39.0;98.0;71.0;1017.5;1015.2;No;No;2009;8;5;32;isole;Western Australia
2009-08-06;Dartmoor;9.3;18.7;0.0;2.2;2.2;NNW;67.0;79.0;55.0;1009.4;1003.9;No;Yes;2009;8;6;32;isole;Western Australia
2009-08-07;Dartmoor;7.3;13.1;9.2;3.6;8.4;W;57.0;89.0;59.0;1016.7;1020.5;Yes;No;2009;8;7;32;isole;Western Australia
2009-08-08;Dartmoor;4.2;14.0;0.2;2.2;8.9;NNW;41.0;79.0;63.0;1023.0;1019.7;No;No;2009;8;8;32;isole;Western Australia
2009-08-09;Dartmoor;3.9;12.2;0.0;2.4;0.0;N;22.0;73.0;72.0;1016.3;1013.8;No;Yes;2009;8;9;32;isole;Western Australia
2009-08-10;Dartmoor;6.5;12.7;1.4;1.2;0.2;NE;35.0;65.0;83.0;1011.3;1009.0;Yes;Yes;2009;8;10;33;isole;Western Australia
2009-08-11;Dartmoor;8.3;16.4;2.6;0.6;9.1;E;44.0;88.0;70.0;1008.8;1008.6;Yes;Yes;2009;8;11;33;isole;Western Australia
2009-08-12;Dartmoor;4.4;16.9;1.2;2.0;5.0;SE;30.0;99.0;85.0;1013.1;1011.4;Yes;No;2009;8;12;33;isole;Western Australia
2009-08-13;Dartmoor;6.8;16.5;0.8;1.4;6.7;NW;37.0;99.0;74.0;1015.0;1014.8;No;No;2009;8;13;33;isole;Western Australia
2009-08-14;Dartmoor;6.4;17.2;0.4;0.6;6.0;N;30.0;99.0;67.0;1019.5;1015.3;No;No;2009;8;14;33;isole;Western Australia
2009-08-15;Dartmoor;8.5;22.8;0.2;2.8;7.5;N;50.0;62.0;49.0;1008.7;1004.1;No;Yes;2009;8;15;33;isole;Western Australia
2009-08-16;Dartmoor;10.9;14.0;1.6;5.8;3.0;NW;80.0;86.0;85.0;998.4;1000.7;Yes;Yes;2009;8;16;33;isole;Western Australia
2009-08-17;Dartmoor;5.4;15.2;13.2;1.8;8.8;WNW;54.0;86.0;67.0;1015.8;1018.1;Yes;Yes;2009;8;17;34;isole;Western Australia
2009-08-18;Dartmoor;7.8;17.4;1.8;2.6;6.2;NNW;35.0;95.0;67.0;1025.6;1022.2;Yes;No;2009;8;18;34;isole;Western Australia
